frame,keypoints
1234,"[[0.3871750235557556, 0.455479234457016, 0.041119545698165894], [0.36131584644317627, 0.4958777129650116, 0.05659396946430206], [0.39098256826400757, 0.45016032457351685, 0.040684208273887634], [0.35144978761672974, 0.4775311350822449, 0.031885989010334015], [0.45103687047958374, 0.5428197383880615, 0.023919692263007164], [0.40050208568573, 0.7075861692428589, 0.0064516570419073105], [0.3985457122325897, 0.4579124450683594, 0.014114468358457088], [0.4739234149456024, 0.7250543832778931, 0.007299873046576977], [0.46414780616760254, 0.38415926694869995, 0.00972032081335783], [0.5504903197288513, 0.6008305549621582, 0.008533424697816372], [0.3329256772994995, 0.03077004849910736, 0.0661047175526619], [0.37310075759887695, 0.5712281465530396, 0.06006820872426033], [0.3586493730545044, 0.4612416625022888, 0.06613566726446152], [0.3726334571838379, 0.5185060501098633, 0.008344818837940693], [0.37215811014175415, 0.47983071208000183, 0.01073347870260477], [0.5660156011581421, 0.5092304348945618, 0.007721192203462124], [0.5474213361740112, 0.5240719318389893, 0.01579379476606846]]"
1235,"[[0.38707393407821655, 0.4556836485862732, 0.042110759764909744], [0.36123859882354736, 0.49605756998062134, 0.057576149702072144], [0.39080750942230225, 0.4503493905067444, 0.04140699282288551], [0.37838035821914673, 0.47643500566482544, 0.030995694920420647], [0.45074331760406494, 0.5426167249679565, 0.024147983640432358], [0.4003441333770752, 0.707421064376831, 0.006568975280970335], [0.39853334426879883, 0.4579453468322754, 0.014314239844679832], [0.47381454706192017, 0.7251309752464294, 0.007370475213974714], [0.463869571685791, 0.3842313289642334, 0.00984508078545332], [0.5504721403121948, 0.6008937954902649, 0.0085689602419734], [0.3328356146812439, 0.030942704528570175, 0.06539175659418106], [0.37311574816703796, 0.5711349248886108, 0.059970345348119736], [0.3585987985134125, 0.4611733555793762, 0.06601648032665253], [0.3726513981819153, 0.5184272527694702, 0.008474861271679401], [0.3722165524959564, 0.47977325320243835, 0.01087378803640604], [0.5662665963172913, 0.4916173219680786, 0.008220842108130455], [0.5473873615264893, 0.5240758657455444, 0.015880780294537544]]"
1236,"[[0.38726097345352173, 0.45508521795272827, 0.040768299251794815], [0.3614083230495453, 0.4954345226287842, 0.05594135820865631], [0.3911033570766449, 0.4497375190258026, 0.04065530747175217], [0.351484477519989, 0.47705408930778503, 0.032038651406764984], [0.45120668411254883, 0.5422698259353638, 0.02368641272187233], [0.4002893567085266, 0.7076987028121948, 0.006140731740742922], [0.398465633392334, 0.45784613490104675, 0.013966579921543598], [0.4739032983779907, 0.725127100944519, 0.00713037746027112], [0.4642146825790405, 0.38405928015708923, 0.009653325192630291], [0.5499166250228882, 0.6218030452728271, 0.008800762705504894], [0.33295300602912903, 0.03070325218141079, 0.06609944999217987], [0.35386019945144653, 0.5888540744781494, 0.058236006647348404], [0.35855183005332947, 0.4614097774028778, 0.06598226726055145], [0.37242764234542847, 0.5186500549316406, 0.008292190730571747], [0.37203332781791687, 0.47995492815971375, 0.01069960929453373], [0.5660479068756104, 0.5095208287239075, 0.007729825098067522], [0.5475264191627502, 0.5242578983306885, 0.015849417075514793]]"
1237,"[[0.3872520625591278, 0.45518410205841064, 0.042721498757600784], [0.36144834756851196, 0.49548137187957764, 0.058059319853782654], [0.3909723162651062, 0.44985508918762207, 0.04234219342470169], [0.35155850648880005, 0.47746512293815613, 0.03319724276661873], [0.45078417658805847, 0.5418473482131958, 0.024217454716563225], [0.40005409717559814, 0.7074241638183594, 0.006322106812149286], [0.39850470423698425, 0.45773252844810486, 0.014394853264093399], [0.47373056411743164, 0.725303053855896, 0.007214491255581379], [0.4638242721557617, 0.3842032849788666, 0.009864863939583302], [0.5498851537704468, 0.6219274997711182, 0.008796047419309616], [0.33294910192489624, 0.030766956508159637, 0.0655738040804863], [0.3539142608642578, 0.5888420939445496, 0.0579502210021019], [0.3585841655731201, 0.4613049626350403, 0.06571435183286667], [0.3724306523799896, 0.5183148384094238, 0.008475757203996181], [0.37210720777511597, 0.4798223674297333, 0.010925049893558025], [0.5660056471824646, 0.5094923377037048, 0.007841837592422962], [0.5474430322647095, 0.5242971777915955, 0.01597655937075615]]"
1238,"[[0.38715922832489014, 0.4557657837867737, 0.04016440734267235], [0.36125490069389343, 0.49619996547698975, 0.055281732231378555], [0.391021192073822, 0.4504207372665405, 0.039425142109394073], [0.35136878490448, 0.47757190465927124, 0.030679363757371902], [0.4512990415096283, 0.5432949662208557, 0.023489993065595627], [0.40068715810775757, 0.7077259421348572, 0.006328340154141188], [0.3984815776348114, 0.4580727517604828, 0.013789241202175617], [0.47409170866012573, 0.724855363368988, 0.007193523459136486], [0.46442675590515137, 0.3840665817260742, 0.009594668634235859], [0.5505584478378296, 0.6007416248321533, 0.008505238220095634], [0.3329969346523285, 0.0305753406137228, 0.06625720113515854], [0.3730360269546509, 0.5711782574653625, 0.060010239481925964], [0.35864847898483276, 0.46119996905326843, 0.06622186303138733], [0.3727300763130188, 0.5187444090843201, 0.008271446451544762], [0.3721840977668762, 0.47994834184646606, 0.010603788308799267], [0.5660626888275146, 0.5092222690582275, 0.007650632876902819], [0.547495424747467, 0.5240046381950378, 0.01568402536213398]]"
1239,"[[0.38711223006248474, 0.4556520879268646, 0.04187426716089249], [0.3612392842769623, 0.49612659215927124, 0.05794806405901909], [0.3908308744430542, 0.450263112783432, 0.041279830038547516], [0.378239244222641, 0.47649627923965454, 0.030897879973053932], [0.450715035200119, 0.5425022840499878, 0.024117927998304367], [0.40043115615844727, 0.7073510885238647, 0.006722722668200731], [0.39844179153442383, 0.45763570070266724, 0.014220786280930042], [0.473758339881897, 0.7251908183097839, 0.007440480869263411], [0.46395713090896606, 0.3841726779937744, 0.009740959852933884], [0.5504680275917053, 0.6008904576301575, 0.008588157594203949], [0.3328823447227478, 0.030871344730257988, 0.06582795828580856], [0.3733043670654297, 0.5711719393730164, 0.06038115918636322], [0.35882019996643066, 0.46111243963241577, 0.06627529114484787], [0.3728083074092865, 0.5184782147407532, 0.008466014638543129], [0.3723089396953583, 0.47987765073776245, 0.010829831473529339], [0.5662168264389038, 0.4915502667427063, 0.008195891976356506], [0.5473275184631348, 0.5240505337715149, 0.015845511108636856]]"
1240,"[[0.38721156120300293, 0.45539674162864685, 0.040628623217344284], [0.3613376021385193, 0.49580252170562744, 0.0558537095785141], [0.39105290174484253, 0.45003074407577515, 0.040227774530649185], [0.35140448808670044, 0.4773216247558594, 0.03151758387684822], [0.4512157440185547, 0.5426372289657593, 0.023716237396001816], [0.4004368185997009, 0.7076988220214844, 0.006313814781606197], [0.39847058057785034, 0.45786231756210327, 0.013912232592701912], [0.47381138801574707, 0.7250510454177856, 0.007265595253556967], [0.46435075998306274, 0.3840850293636322, 0.009628872387111187], [0.5505882501602173, 0.6008491516113281, 0.008529125712811947], [0.3329346179962158, 0.030727429315447807, 0.06553833931684494], [0.3539208769798279, 0.5887635350227356, 0.05852228403091431], [0.3585592210292816, 0.46124348044395447, 0.06604757905006409], [0.3725830912590027, 0.5187195539474487, 0.008272573351860046], [0.37210971117019653, 0.4799584150314331, 0.010638779029250145], [0.5660603046417236, 0.5093578696250916, 0.0076881879940629005], [0.5474904179573059, 0.5241259336471558, 0.01578468643128872]]"
1241,"[[0.3871955871582031, 0.455275297164917, 0.04172035679221153], [0.36135512590408325, 0.49563655257225037, 0.05715649202466011], [0.3909647464752197, 0.44991904497146606, 0.04142458736896515], [0.3514847457408905, 0.47742947936058044, 0.03249364346265793], [0.4509180784225464, 0.5421240329742432, 0.024071205407381058], [0.4002785086631775, 0.7074862718582153, 0.006409228313714266], [0.39855092763900757, 0.45769986510276794, 0.014258419163525105], [0.47374436259269714, 0.7251548767089844, 0.0072834980674088], [0.4641042649745941, 0.3842312693595886, 0.009769260883331299], [0.5505660176277161, 0.6009048223495483, 0.008537733927369118], [0.33281010389328003, 0.030989503487944603, 0.06478116661310196], [0.3539758622646332, 0.5887718796730042, 0.05838388204574585], [0.3586089015007019, 0.4612205922603607, 0.06592461466789246], [0.37254053354263306, 0.5185210108757019, 0.008370213210582733], [0.3721657395362854, 0.47984641790390015, 0.010794691741466522], [0.5660473108291626, 0.5093557834625244, 0.007776995189487934], [0.5474631786346436, 0.5241796970367432, 0.0159145575016737]]"
1242,"[[0.38731271028518677, 0.4556737542152405, 0.042059075087308884], [0.3614538311958313, 0.49603912234306335, 0.0570075623691082], [0.3910830616950989, 0.4503209590911865, 0.041087474673986435], [0.3784169554710388, 0.4762839078903198, 0.030610019341111183], [0.45098230242729187, 0.5425559282302856, 0.024007432162761688], [0.4001273512840271, 0.707543134689331, 0.0063986084423959255], [0.3984130024909973, 0.45797795057296753, 0.014090826734900475], [0.4735160768032074, 0.725322961807251, 0.007319736760109663], [0.46409377455711365, 0.38416942954063416, 0.009800422005355358], [0.5498853325843811, 0.6216632127761841, 0.008846177719533443], [0.33298254013061523, 0.030701588839292526, 0.06520015746355057], [0.3539177179336548, 0.5888844132423401, 0.0582897886633873], [0.3586121201515198, 0.4613334834575653, 0.06588458269834518], [0.37254106998443604, 0.5186522006988525, 0.008384020999073982], [0.37212178111076355, 0.48003828525543213, 0.010739739052951336], [0.5660451650619507, 0.5093612670898438, 0.007748431526124477], [0.5474812984466553, 0.5241228342056274, 0.015841694548726082]]"
1243,"[[0.38719257712364197, 0.4554712474346161, 0.041905514895915985], [0.36133497953414917, 0.49585068225860596, 0.05761826038360596], [0.39093419909477234, 0.4501141309738159, 0.041428033262491226], [0.37838053703308105, 0.4762685000896454, 0.030928093940019608], [0.4508233964443207, 0.5422980785369873, 0.024140385910868645], [0.4001961350440979, 0.7073436975479126, 0.006568931043148041], [0.39847975969314575, 0.4577594995498657, 0.014248140156269073], [0.4735756516456604, 0.7252380847930908, 0.0073541635647416115], [0.46393007040023804, 0.384147584438324, 0.009814477525651455], [0.5505552291870117, 0.6009039878845215, 0.008562520146369934], [0.33290809392929077, 0.030826186761260033, 0.06574707478284836], [0.3540588319301605, 0.5888501405715942, 0.058542922139167786], [0.35873597860336304, 0.461273193359375, 0.06609953194856644], [0.37269657850265503, 0.5185037851333618, 0.008458027616143227], [0.3722538650035858, 0.47982412576675415, 0.01085289940237999], [0.5662556886672974, 0.4916853606700897, 0.008202646858990192], [0.5474060773849487, 0.5241013169288635, 0.015894997864961624]]"
1244,"[[0.38736146688461304, 0.4550698697566986, 0.040932588279247284], [0.3615216612815857, 0.49548399448394775, 0.05640510842204094], [0.3911984860897064, 0.44972288608551025, 0.04087138921022415], [0.3514810800552368, 0.4772149920463562, 0.031943123787641525], [0.45111092925071716, 0.5420549511909485, 0.02391606569290161], [0.40008553862571716, 0.7074536681175232, 0.00638176966458559], [0.3983834981918335, 0.45763203501701355, 0.013995016925036907], [0.4736730754375458, 0.7253545522689819, 0.007230323273688555], [0.46419644355773926, 0.38405951857566833, 0.009641197510063648], [0.5499573349952698, 0.6218615770339966, 0.008844103664159775], [0.33303219079971313, 0.030590426176786423, 0.06608004868030548], [0.35393810272216797, 0.5890517234802246, 0.05844835937023163], [0.35867640376091003, 0.46146976947784424, 0.06621056795120239], [0.37256109714508057, 0.5186058282852173, 0.008343982510268688], [0.37210822105407715, 0.47993457317352295, 0.010746337473392487], [0.5660348534584045, 0.5095127820968628, 0.007765420246869326], [0.5475046634674072, 0.5242519378662109, 0.015886826440691948]]"
1245,"[[0.38730499148368835, 0.45515450835227966, 0.041741952300071716], [0.36148616671562195, 0.49558955430984497, 0.05768434330821037], [0.3910692632198334, 0.44982072710990906, 0.04163218289613724], [0.37829193472862244, 0.4760880172252655, 0.03092500939965248], [0.4508158564567566, 0.5420917868614197, 0.024118928238749504], [0.40009933710098267, 0.7074103355407715, 0.006570839788764715], [0.39836785197257996, 0.4575425982475281, 0.01417817547917366], [0.47372448444366455, 0.7254318594932556, 0.007350039202719927], [0.46395906805992126, 0.38414549827575684, 0.00969476904720068], [0.5498309135437012, 0.6218758821487427, 0.008870819583535194], [0.33302074670791626, 0.030664142221212387, 0.06627201288938522], [0.35413607954978943, 0.5890783071517944, 0.05848606675863266], [0.35878071188926697, 0.46139490604400635, 0.06625772267580032], [0.37262940406799316, 0.5183680057525635, 0.008423378691077232], [0.3721764087677002, 0.4798322916030884, 0.010832417756319046], [0.566249668598175, 0.49176985025405884, 0.00817009899765253], [0.5474136471748352, 0.5242180228233337, 0.01587943732738495]]"
1246,"[[0.38723430037498474, 0.4551629424095154, 0.042089033871889114], [0.361434668302536, 0.4955478608608246, 0.058027904480695724], [0.39098092913627625, 0.44984111189842224, 0.041976746171712875], [0.35140737891197205, 0.47751617431640625, 0.03275551274418831], [0.4507356584072113, 0.5419977903366089, 0.024248797446489334], [0.4001089036464691, 0.7074210047721863, 0.0065622287802398205], [0.398423969745636, 0.4575751721858978, 0.014302967116236687], [0.473724901676178, 0.7253437042236328, 0.0073515004478394985], [0.46386927366256714, 0.3842398524284363, 0.009766345843672752], [0.5497573614120483, 0.6218769550323486, 0.008869470097124577], [0.332949161529541, 0.030768748372793198, 0.06603919714689255], [0.35410115122795105, 0.5890363454818726, 0.058389440178871155], [0.3587192893028259, 0.4613528251647949, 0.06615249067544937], [0.37257862091064453, 0.5183687210083008, 0.008450589142739773], [0.3721672296524048, 0.479813814163208, 0.010883803479373455], [0.566270112991333, 0.4917602241039276, 0.008187353610992432], [0.5474036931991577, 0.5242410898208618, 0.01594698615372181]]"
1247,"[[0.38724422454833984, 0.45497485995292664, 0.04246586933732033], [0.36143118143081665, 0.49536415934562683, 0.05890931561589241], [0.39093488454818726, 0.4496344029903412, 0.04259595274925232], [0.35134050250053406, 0.47746753692626953, 0.03332572802901268], [0.45057326555252075, 0.5415872931480408, 0.02445896901190281], [0.4000106453895569, 0.7072707414627075, 0.006750001572072506], [0.3984348475933075, 0.457317590713501, 0.014461439102888107], [0.47358235716819763, 0.7255000472068787, 0.007467376533895731], [0.4637153148651123, 0.3842816948890686, 0.009844922460615635], [0.5496298670768738, 0.6219468712806702, 0.008897842839360237], [0.33294081687927246, 0.030761396512389183, 0.06575410068035126], [0.3541715145111084, 0.5890464782714844, 0.05827043950557709], [0.35881543159484863, 0.4612311124801636, 0.06610967963933945], [0.3726078271865845, 0.5182480216026306, 0.008512496016919613], [0.3722224235534668, 0.47975754737854004, 0.010963833890855312], [0.5661969780921936, 0.49176260828971863, 0.008189165964722633], [0.54729163646698, 0.5243146419525146, 0.01601465232670307]]"
1248,"[[0.38735532760620117, 0.4553779065608978, 0.04146396368741989], [0.36152637004852295, 0.49578461050987244, 0.05707991123199463], [0.39114636182785034, 0.4500652551651001, 0.04104321077466011], [0.3514944314956665, 0.4775333106517792, 0.03199462592601776], [0.45097315311431885, 0.5425114631652832, 0.024010321125388145], [0.40030521154403687, 0.7074748277664185, 0.006543297320604324], [0.39849814772605896, 0.4577399492263794, 0.014139067381620407], [0.47388380765914917, 0.7251715660095215, 0.007325212471187115], [0.46412333846092224, 0.38417112827301025, 0.009707503952085972], [0.5505533218383789, 0.6009491086006165, 0.00856750924140215], [0.3330145478248596, 0.03061114251613617, 0.0661202222108841], [0.3541480302810669, 0.5888822674751282, 0.058617766946554184], [0.35880088806152344, 0.4612962603569031, 0.06619372218847275], [0.37270259857177734, 0.5184528827667236, 0.008390974253416061], [0.3722335696220398, 0.4799076318740845, 0.010772403329610825], [0.5660209059715271, 0.5092929601669312, 0.007743692025542259], [0.5474464297294617, 0.5241398215293884, 0.0158387441188097]]"
1249,"[[0.3872896432876587, 0.45516306161880493, 0.041224293410778046], [0.361441969871521, 0.49561119079589844, 0.057398419827222824], [0.39106839895248413, 0.449809193611145, 0.04118625447154045], [0.35133060812950134, 0.47738492488861084, 0.032207876443862915], [0.4509316384792328, 0.5422202348709106, 0.024055758491158485], [0.40027523040771484, 0.7073928713798523, 0.006689919624477625], [0.39841192960739136, 0.45750531554222107, 0.014120309613645077], [0.47374242544174194, 0.7252563834190369, 0.007423620671033859], [0.4640143811702728, 0.3841342329978943, 0.009672984480857849], [0.5503979921340942, 0.6009856462478638, 0.008581819012761116], [0.3330482244491577, 0.03061865083873272, 0.06619513034820557], [0.35416266322135925, 0.5889467597007751, 0.05866783484816551], [0.3588106334209442, 0.4612893760204315, 0.06630989164113998], [0.37268489599227905, 0.5184597373008728, 0.008397416211664677], [0.37219473719596863, 0.4798886179924011, 0.010787403210997581], [0.5659306049346924, 0.509335994720459, 0.007737580221146345], [0.5473306775093079, 0.5242041349411011, 0.015861429274082184]]"
1250,"[[0.3872893750667572, 0.45522773265838623, 0.04156607761979103], [0.3614773452281952, 0.4955964982509613, 0.057362206280231476], [0.3910643756389618, 0.44993823766708374, 0.04135066270828247], [0.3515138328075409, 0.477441668510437, 0.03255322575569153], [0.4509633779525757, 0.5424896478652954, 0.024041971191763878], [0.4004637598991394, 0.7074939608573914, 0.006525760050863028], [0.3985549211502075, 0.45774349570274353, 0.01424435619264841], [0.4739011526107788, 0.7249526977539062, 0.007328764535486698], [0.46394431591033936, 0.38421958684921265, 0.009751258417963982], [0.5503599643707275, 0.6008784174919128, 0.008539107628166676], [0.33298829197883606, 0.030704468488693237, 0.0661805123090744], [0.3732221722602844, 0.5712614059448242, 0.060342587530612946], [0.35873186588287354, 0.4612494707107544, 0.06609053909778595], [0.3725840449333191, 0.5183521509170532, 0.008394667878746986], [0.3721385896205902, 0.47976619005203247, 0.0108021916821599], [0.56623774766922, 0.49163371324539185, 0.00814137328416109], [0.5473434925079346, 0.5241357684135437, 0.015826335176825523]]"
1251,"[[0.3872840404510498, 0.4552505612373352, 0.04153311252593994], [0.36144542694091797, 0.49571701884269714, 0.05787956342101097], [0.3910231590270996, 0.4499014616012573, 0.04140514135360718], [0.3513619601726532, 0.4775630235671997, 0.03236731141805649], [0.4508015811443329, 0.5423097610473633, 0.024074750021100044], [0.40038424730300903, 0.707342267036438, 0.006758155766874552], [0.3984379768371582, 0.4574965834617615, 0.014200053177773952], [0.4737934470176697, 0.7250634431838989, 0.00744703458622098], [0.46394675970077515, 0.38412439823150635, 0.00971747376024723], [0.5502983331680298, 0.6009109020233154, 0.008577583357691765], [0.33292356133461, 0.030746614560484886, 0.06597211211919785], [0.37334486842155457, 0.5712525844573975, 0.06061847507953644], [0.35886189341545105, 0.46111226081848145, 0.06628324836492538], [0.372724711894989, 0.5183863639831543, 0.008428117260336876], [0.37225228548049927, 0.4798141121864319, 0.01081297267228365], [0.5661590099334717, 0.491616815328598, 0.008136938326060772], [0.5472388863563538, 0.5241357088088989, 0.015803834423422813]]"
1252,"[[0.38736265897750854, 0.45549750328063965, 0.04165921360254288], [0.3615276515483856, 0.4958789348602295, 0.057227540761232376], [0.39114031195640564, 0.45018523931503296, 0.04106322303414345], [0.35150715708732605, 0.47756537795066833, 0.03211819753050804], [0.4509446322917938, 0.5426743030548096, 0.023968398571014404], [0.40041717886924744, 0.707534670829773, 0.006523149088025093], [0.3985236883163452, 0.4577997922897339, 0.014157038182020187], [0.47398945689201355, 0.725007951259613, 0.0073228138498961926], [0.46411895751953125, 0.3841911554336548, 0.009761426597833633], [0.550484836101532, 0.6008467674255371, 0.00855922605842352], [0.33301788568496704, 0.030630555003881454, 0.06561040133237839], [0.37319597601890564, 0.5712195634841919, 0.06029164791107178], [0.35883229970932007, 0.46121782064437866, 0.06614168733358383], [0.3726583421230316, 0.5185048580169678, 0.008382187224924564], [0.3722075819969177, 0.479952335357666, 0.010756839998066425], [0.5659999847412109, 0.5092579126358032, 0.007723873481154442], [0.5474060773849487, 0.5241093039512634, 0.015839623287320137]]"
1253,"[[0.3872784376144409, 0.45534706115722656, 0.042128290981054306], [0.36148107051849365, 0.4956929385662079, 0.05801336467266083], [0.39102494716644287, 0.45005160570144653, 0.04177308827638626], [0.35151028633117676, 0.47756657004356384, 0.032789889723062515], [0.450793594121933, 0.5423911213874817, 0.02419762872159481], [0.4003511071205139, 0.7074388861656189, 0.006606794893741608], [0.3985316753387451, 0.4577372968196869, 0.014325875788927078], [0.4738900661468506, 0.7250663638114929, 0.007379704620689154], [0.46393200755119324, 0.38428446650505066, 0.009810992516577244], [0.5504017472267151, 0.6008938550949097, 0.00857515074312687], [0.33295363187789917, 0.030762797221541405, 0.06591042131185532], [0.37319493293762207, 0.5712046027183533, 0.060250360518693924], [0.35876375436782837, 0.4612240493297577, 0.0660960003733635], [0.3726128041744232, 0.5183720588684082, 0.008451457135379314], [0.3721981942653656, 0.479838103055954, 0.010859386995434761], [0.5662691593170166, 0.49164122343063354, 0.008180255070328712], [0.5473648905754089, 0.5241378545761108, 0.015904078260064125]]"
1254,"[[0.38735318183898926, 0.4552921652793884, 0.04105876386165619], [0.3615131974220276, 0.4957217872142792, 0.05673862248659134], [0.39115530252456665, 0.44996875524520874, 0.04077688604593277], [0.35146069526672363, 0.47742289304733276, 0.03189525008201599], [0.4510487914085388, 0.5425145626068115, 0.023804375901818275], [0.40044552087783813, 0.7075890302658081, 0.006428849883377552], [0.39845919609069824, 0.45769140124320984, 0.014032606035470963], [0.47412794828414917, 0.7249695658683777, 0.0072499909438192844], [0.464146226644516, 0.38408586382865906, 0.009654629044234753], [0.5505225658416748, 0.6009489297866821, 0.008552527986466885], [0.3330211639404297, 0.030627846717834473, 0.06610412150621414], [0.37320634722709656, 0.5713326334953308, 0.06037874519824982], [0.3587980270385742, 0.46127408742904663, 0.06622820347547531], [0.3726430833339691, 0.5185089111328125, 0.008344464935362339], [0.37216538190841675, 0.4799076318740845, 0.010716359131038189], [0.5659672021865845, 0.5093418955802917, 0.007712129503488541], [0.5473936796188354, 0.5241740942001343, 0.015814851969480515]]"
1255,"[[0.38728612661361694, 0.4549853205680847, 0.04115619137883186], [0.3614455461502075, 0.49539291858673096, 0.05713829770684242], [0.3910638689994812, 0.44964489340782166, 0.0412677638232708], [0.3514026403427124, 0.47721314430236816, 0.03256674110889435], [0.45097291469573975, 0.5421591997146606, 0.023946790024638176], [0.40041273832321167, 0.7075170874595642, 0.006524778436869383], [0.3984670639038086, 0.45758169889450073, 0.014145741239190102], [0.47395414113998413, 0.7250338792800903, 0.007341113872826099], [0.4639778137207031, 0.38412201404571533, 0.009710782207548618], [0.5503367781639099, 0.6009811162948608, 0.008559614419937134], [0.3329792022705078, 0.03069295547902584, 0.06612285226583481], [0.37314659357070923, 0.5713460445404053, 0.060324426740407944], [0.35868048667907715, 0.46125638484954834, 0.06611578911542892], [0.37250053882598877, 0.51848304271698, 0.00835515558719635], [0.3720632493495941, 0.4798212945461273, 0.010758906602859497], [0.5659107565879822, 0.5093700885772705, 0.007728619035333395], [0.5473014116287231, 0.5242462754249573, 0.01588662527501583]]"
1256,"[[0.3872870206832886, 0.45537298917770386, 0.04009944573044777], [0.36140406131744385, 0.49580061435699463, 0.05530933290719986], [0.39117586612701416, 0.45002883672714233, 0.039758309721946716], [0.3513815402984619, 0.47724398970603943, 0.03101620078086853], [0.4512927532196045, 0.5427506566047668, 0.023563655093312263], [0.40035367012023926, 0.7077416181564331, 0.006283060181885958], [0.3983457088470459, 0.4579165577888489, 0.013735560700297356], [0.4739473760128021, 0.7250556349754333, 0.007186698727309704], [0.4643716514110565, 0.3840230405330658, 0.009565070271492004], [0.5498644113540649, 0.621691107749939, 0.008844283409416676], [0.33310750126838684, 0.030425336211919785, 0.06607753783464432], [0.35387444496154785, 0.588915228843689, 0.05852453410625458], [0.358577698469162, 0.46140164136886597, 0.06621341407299042], [0.37258511781692505, 0.5187962651252747, 0.008262118324637413], [0.3720850348472595, 0.48002827167510986, 0.010616512969136238], [0.5660583972930908, 0.5094501376152039, 0.00767345167696476], [0.547520637512207, 0.5241846442222595, 0.015765298157930374]]"
1257,"[[0.3873271346092224, 0.45543766021728516, 0.0418701097369194], [0.3614935576915741, 0.4957824945449829, 0.05707049369812012], [0.39110511541366577, 0.4501263499259949, 0.04123612493276596], [0.3515051603317261, 0.47753867506980896, 0.03224729001522064], [0.4509834051132202, 0.542608916759491, 0.02404913119971752], [0.4002774655818939, 0.7075778245925903, 0.0064514982514083385], [0.39847540855407715, 0.45793652534484863, 0.014175372198224068], [0.4737888276576996, 0.725141704082489, 0.007277838420122862], [0.4639888405799866, 0.3842034935951233, 0.009805060923099518], [0.5497063398361206, 0.6216670274734497, 0.008858904242515564], [0.3330017924308777, 0.030616845935583115, 0.06568146497011185], [0.3540312945842743, 0.58891361951828, 0.05851154401898384], [0.3586390018463135, 0.4613780379295349, 0.06596056371927261], [0.3724433183670044, 0.5185633897781372, 0.008371120318770409], [0.3720252513885498, 0.4799400568008423, 0.010760560631752014], [0.5660287737846375, 0.5093432664871216, 0.007745971437543631], [0.5474542379379272, 0.5241682529449463, 0.01589830406010151]]"
1258,"[[0.38729748129844666, 0.4553143382072449, 0.04132545366883278], [0.36146196722984314, 0.4956934452056885, 0.0566822811961174], [0.3910955786705017, 0.4500144124031067, 0.040958356112241745], [0.3514332175254822, 0.47743934392929077, 0.03201194107532501], [0.45102307200431824, 0.5426598787307739, 0.023942189291119576], [0.40036627650260925, 0.7076520919799805, 0.006473400630056858], [0.3984483480453491, 0.4578549265861511, 0.014085957780480385], [0.4739825427532196, 0.7251161336898804, 0.007334983441978693], [0.4641399085521698, 0.3841654658317566, 0.009703334420919418], [0.5496337413787842, 0.6216943860054016, 0.00888657197356224], [0.33299896121025085, 0.03064177930355072, 0.06589348614215851], [0.3541172444820404, 0.5889570713043213, 0.05862368643283844], [0.3586443364620209, 0.4613484740257263, 0.06606458127498627], [0.3724920451641083, 0.5185271501541138, 0.008331515826284885], [0.3720419108867645, 0.4799264073371887, 0.010710092261433601], [0.5659818053245544, 0.5093516707420349, 0.0077214837074279785], [0.5474082231521606, 0.5241988897323608, 0.015839874744415283]]"
1259,"[[0.387215793132782, 0.45517343282699585, 0.04296869784593582], [0.3614441752433777, 0.49550971388816833, 0.058398596942424774], [0.3909069895744324, 0.4498785138130188, 0.04268893226981163], [0.3783491551876068, 0.4762054681777954, 0.031872354447841644], [0.45058518648147583, 0.5421193242073059, 0.024176236242055893], [0.4001222252845764, 0.7075483202934265, 0.006395472213625908], [0.3984015882015228, 0.4578422009944916, 0.014435567893087864], [0.4738917350769043, 0.7252259254455566, 0.007331886328756809], [0.46358734369277954, 0.384227454662323, 0.009908100590109825], [0.5496580004692078, 0.6218512654304504, 0.008846205659210682], [0.3328312933444977, 0.030889615416526794, 0.06585505604743958], [0.35404491424560547, 0.5889776945114136, 0.05815400928258896], [0.35850557684898376, 0.46137735247612, 0.0658460408449173], [0.3722951412200928, 0.5181839466094971, 0.008457012474536896], [0.3719758689403534, 0.4796658158302307, 0.010928378440439701], [0.5661658048629761, 0.491790235042572, 0.008205868303775787], [0.5473111271858215, 0.524293065071106, 0.015929967164993286]]"
1260,"[[0.38730689883232117, 0.45537132024765015, 0.041440919041633606], [0.3614751994609833, 0.49580177664756775, 0.056714512407779694], [0.3910943865776062, 0.4500471353530884, 0.04099753499031067], [0.3514532744884491, 0.47755157947540283, 0.0319475419819355], [0.45091933012008667, 0.5427908897399902, 0.023843245580792427], [0.40034741163253784, 0.707750678062439, 0.0063993907533586025], [0.3983796536922455, 0.4579494893550873, 0.014047264121472836], [0.4739050567150116, 0.7251418828964233, 0.007344220299273729], [0.46407079696655273, 0.38406461477279663, 0.009710236452519894], [0.5496498346328735, 0.6216501593589783, 0.00885140523314476], [0.3329295516014099, 0.03071267530322075, 0.06584087014198303], [0.3540201187133789, 0.5889989733695984, 0.05855327099561691], [0.3585783839225769, 0.46132370829582214, 0.06607784330844879], [0.37245142459869385, 0.5185620784759521, 0.008322354406118393], [0.37201452255249023, 0.47989338636398315, 0.010701226070523262], [0.5662096738815308, 0.49168893694877625, 0.008126827888190746], [0.547346830368042, 0.5241436958312988, 0.015741389244794846]]"
